,�..Serial.No,Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,Sentiment,Theme,Flavor,sub.theme,After Effect,Cooking time,Flavor/Taste,Nutrition,Packaging,Price,Texture,Max,match,Predicted Theme,set,,,
136,136,14430,B00284TR82,XXX,XXX,3,4,3,1266624000,ID French Vanilla Singles Review,"Although I'm a big fan of International Delight's flavorful creamers,I must admit that I was unhappy with the condition the package arrived in. I received the box with at least 3 of the singles containers spilled in the box. Needless to say, the creamer carton was damaged and soaked(damp upon receipt). I also noticed that when opening the creamers for use, each single serving had a large number of tiny solidified cream pieces, which made me wonder whether they were still fresh.. Since they're still drinkable, I would give this item a little below average score...",Negative,,Vannilla,Flavor/Taste,0.085431557,0.042852194,0.150850083,0.104647203,0.164887769,0.077151827,0.157962483,0.164887769,5,Packaging,Train,,,
137,137,14934,B004YPV15A,XXX,XXX,0,3,2,1336521600,"Caution, do not accept bad tasting popcorn.","Watch out, we had a couple of bad tasting bags from a 40-count box from costco recently.  When opening up the third, many of the popcorn kernels inside were odd looking, inconsistent.  It is too bad, so now we are going to air popped popcorn, after using Orville's  bags nearly daily for a few years.  Eden's organic popcorn was OK so far, but harder to find.  Now will try Bob's (red mill?) popcorn kernels.  Hoping none of these are of the genetically modified type of corn.",Negative,,,Flavor/Taste,0.070943393,0.126802907,0.137054675,0.09111937,0.157179205,0.096302151,0.080086004,0.157179205,5,Packaging,Train,,,
138,138,14997,B000EGZ99M,XXX,XXX,3,4,5,1170633600,Absolutely wonderful comfort food!,"I discovered this in our local QFC grocery store, which is the only place I've ever seen it, and Amazon's price is much better as I paid $8 for one package.<br /><br />Growing up, my mom used to make us bowls of pastina as comfort food.  I call this whole wheat orzo my ""adult pastina"". :) Cooks up really quickly and is versatile in recipes and tastes wonderful.  I highly recommend it!",Positive,,,Flavor/Taste,0.128078057,0.168791973,0.214146604,0.218938161,0.122485724,0.177137277,0.119689354,0.218938161,4,Nutrition,Train,,,
139,139,15249,B00503DP0O,XXX,XXX,1,1,2,1329436800,Awful to taste.,These taste really awful. I've tried plenty of choc chip coconut cookies but these are barely edible. My guests weren't delighted when I asked them to try these. Don't recommend.,Negative,,,Flavor/Taste,0.058081526,0.079641544,0.197256669,0.144288226,0.064288568,0.050851017,0.147254109,0.197256669,3,Flavor/Taste,Train,,,
140,140,15438,B000PG1D1O,XXX,XXX,0,0,5,1340582400,Cinnamon Sensation,"This tea has a superb taste.  I actually look forward to drinking this tea with my dinner.  Now that it is summer I drink is as an iced tea, but this is also a very delicious hot drink too!  I use splenda and fresh mint when I brew it.  Fabulous!",Positive,,Spice,Flavor/Taste,0.117794811,0.071912252,0.242608131,0.140587421,0.079549826,0.126179102,0.106495702,0.242608131,3,Flavor/Taste,Train,,,
141,141,15690,B004D667DQ,XXX,XXX,1,2,5,1309046400,Great taste!,"I was able to try these chips from a food show sample, and I fell in love.  They taste great!  Plus they are much healthier than the average chip.  Definitely recommend this product.  Let's get these in stores!",Positive,,Salt and pepper,Flavor/Taste,0.071069974,0.071069302,0.210437951,0.173366043,0.058192366,0.106456798,0.124934714,0.210437951,3,Flavor/Taste,Train,,,
142,142,15816,B007TJGZ5E,XXX,XXX,5,5,4,1297900800,"Berry flavors, full body and subtle smokiness","The box says it's ""one of the most sophisticated blends you'll ever enjoy. Borrowing berry flavors from African beans, a full body from Indonesian beans, and a subtle smokiness from a touch of French Roast, this blend represents a spectacular tapestry of flavors carefully woven together.""  It's still a smooth tasting coffee even with all of those descripters.  This coffee actually brings together 4 different coffees from 3 different continents.<br /><br />Actually, this coffee would be for someone who likes a smooth cup of coffee, it's comparable to Folger's medium roast.  You can still add your french vanilla creamer and sweeteners with no problem.  It doesn't cause the coffee to go bitter.  It wouldn't disappoint the avid coffee drinker nor shun the occasional java drinker either. Overall, it's a nice cup of coffee.",Positive,,Fruity,Flavor/Taste,0.325636485,0.182207082,0.295370051,0.124701397,0.168473543,0.181733037,0.204344785,0.325636485,1,After Effect,Train,,,
143,143,15942,B000PDRYPQ,XXX,XXX,2,2,5,1227830400,A California Original!,"The Previous reviews sums up the quality taste of this product.I found this product almost 20 years ago at a diner in Pismo Beach.At the time the Pepper Plant was a local (Atascadero) mom & pop operation and couldn't be found south of Santa Barbara or north of San Luis Obispo.I was living an hour north of San Francisco and was fortunate enough to purchase the sauce at the diner,I purchased 4 bottles and hit that diner about every 6 months for years.The company was purchased by a larger gourmet foods manufacturer in Gilroy and didn't change a thing.If anything it was a benefit for the product as it is now in the heart of where the ingredients are grown.I was able to get my local Whole Foods to carry Pepper Plant and another store across town.I have noticed that people are discovering the fantastic flavor of a California original and hope more people discover the best pepper sauce in the west.The bar-b-que sauce is excellent too. Cheers!",Positive,,Spice,Flavor/Taste,0.136043909,0.1292985,0.186250299,0.137820734,0.164433569,0.13558124,0.115527277,0.186250299,3,Flavor/Taste,Train,,,
144,144,16005,B001EQ4CJO,XXX,XXX,0,2,5,1300147200,dry roasted walnuts,I am very happy with this purchase.  I love these Walnuts and cannot find them in the grocery store anymore.,Positive,,Nutty,Flavor/Taste,0.055916878,0.105387995,0.19781036,0.083171847,0.064575237,0.137325887,0.109975582,0.19781036,3,Flavor/Taste,Train,,,
145,145,16383,B007TJGZ54,XXX,XXX,2,2,5,1346544000,Great Taste Great Value,I love the Breakfast Blend because it is not real strong and does not have a bitter taste.  Another great blend is the Nantucket Blend.,Negative,,Bitter,Flavor/Taste,0.114469754,0.122001174,0.207080698,0.086544889,0.02631558,0.083958903,0.104598372,0.207080698,3,Flavor/Taste,Train,,,
146,146,16509,B001216DA2,XXX,XXX,0,0,5,1335312000,delicious vegetables from the sea,I am a raw vegan and find that the mxed sea salad is a delicious blend.  I usually eat them in a raw salad or as a soup blend in miso.,Positive,,Spice,Flavor/Taste,0.06032083,0.074075761,0.189067676,0.073823573,0.002385409,0.045100715,0.049732088,0.189067676,3,Flavor/Taste,Train,,,
147,147,16572,B000RJARJS,XXX,XXX,2,2,5,1207440000,best for black tea lovers .........,"If you like black tea, this is it. No flavors added, no smokiness as you can find in Russian black teas.",Positive,,,Flavor/Taste,0.157637148,0.008267684,0.190408981,0.097670684,0.042930073,0.152845553,0.040450008,0.190408981,3,Flavor/Taste,Train,,,
148,148,16824,B001LGGH40,XXX,XXX,0,0,4,1236124800,Refreshing,"The Switch Kiwi Berry soda is an all natural soda. It's a little sweet for my taste. If you want to give yourself or your kids a soda treat, I'd certainly buy Switch instead of regular soda that is loaded with sugar and chemicals. Worth a try.",Positive,,Fruity,Flavor/Taste,0.02858998,0.026133505,0.198920919,0.108903689,0.025608096,0.039108255,0.080775473,0.198920919,3,Flavor/Taste,Train,,,
149,149,16887,B001LGGH40,XXX,XXX,1,1,2,1235606400,Tastes like bubblegum,"I was hoping for actual juice. A kiwi and strawberry combination is one of those combinations that I usually love. In fact if you combine strawberry with anything I'm usually game (steak, chocolate, banana, etc.) and this COULD be a good drink. However, it's in the fizzy drink school of beverages and as a fizzy drink, I can't stand it.<br /><br />Granted, I was never too fond of the fizzy drinks in the first place. The orange drinks were always a bad second to actual orange juice. Not that I don't love pop, but I really can't get behind a bad orange juice pop.<br /><br />So at first taste, this is rather sweet. But then it goes down and its too sweet. And fizzy. The fizzy and the sweet combine and you are drinking candy. Not that pop is anything but candy, but there's candy and there's candy and this is the hard candy that your grandmother gives you to suck on to shut you up for a few hours.<br /><br />Not very good.",Positive,,Fruity,Flavor/Taste,0.113774522,0.111011435,0.242492974,0.169897438,0.062436054,0.114871516,0.140104519,0.242492974,3,Flavor/Taste,Train,,,
150,150,17076,B000F2VESU,XXX,XXX,0,0,5,1328054400,Delicious!,"Thai sticky rice is one of our favorite desserts with coconut and mangoes.  Mmmm.  I soak the rice overnight, and steam it using a steamer pot and basket lined with cheesecloth or other lint-free cloth (flour sack towel-type), with a lid over the top.",Positive,,Sweet,Flavor/Taste,0.021281062,0.00482288,0.09074448,0.069911575,0.061129155,0.074470277,0.045295417,0.09074448,3,Flavor/Taste,Train,,,
151,151,17580,B0000GH6UQ,XXX,XXX,0,0,5,1325635200,Mmmmmm good.....delicious!!,"My daughter had been enjoying this hot chocolate while she was in California, and wanted to find it locally when she got home.  We weren't able to find it in any of the stores, so ordered it here.  It arrived quickly, was well-packed, and the product was fresh.  This Mexican hot chocolate is much more flavorful than the regular kinds, and we're looking forward to enjoying it all winter!",Positive,,Cocoa,Flavor/Taste,0.070892435,0.079740519,0.271202127,0.186456162,0.20733786,0.170103942,0.134655918,0.271202127,3,Flavor/Taste,Train,,,
152,152,17706,B0010AR1E2,XXX,XXX,2,2,5,1257379200,A yummy and tasty snack!,"Just read the previous review which stated that Quaker was using high fructose corn syrup to sweeten the cake.  Maybe this was true at the time they wrote their review but as I have the pack in front of me, the label states ""sugar"" followed by ""fructose"" so there is no corn syrup to be found in these tasty snacks.  As someone with a sweet tooth who admittedly loves to snack, these are a godsend!  Definitely give them a try :)",Positive,,Sweet,Flavor/Taste,0.062454425,0.043640469,0.148821257,0.134636948,0.085540675,0.0822923,0.098592173,0.148821257,3,Flavor/Taste,Train,,,
153,153,17769,B001EQ4LAE,XXX,XXX,1,1,5,1242518400,Very good brownies,These brownies were easy to make and tasted great!  It's hard to tell they are gluten-free because they don't taste like it.  And I've never seen them offered so cheap as on Amazon.  I highly recommend them.,Positive,,Sweet,Flavor/Taste,0.081129644,0.124367626,0.189392444,0.225916191,0.09730851,0.135208617,0.101557902,0.225916191,4,Nutrition,Train,,,
154,154,17832,B0001FQVCA,XXX,XXX,8,9,5,1085184000,nutella!,it is an excellent spread.  nutella and peanut butter sandwiches rule.,Positive,,Nutty,Flavor/Taste,0.013053514,0,0.108506228,0.064374027,0.004792192,0.006631822,0.115181767,0.115181767,7,Texture,Train,,,
155,155,17895,B001EO653M,XXX,XXX,0,0,5,1325030400,MOCAFE Azteca D'Oro 1519,I had 6 sample packets 1.25 oz. My oldest daughter 12 yrs loved it with whole or 2% milk. Have used some mixed with my morning coffee. Best Hot Cocoa mix I've tried.,Positive,,Cocoa,Flavor/Taste,0.172226191,0.130267603,0.211265101,0.107187985,0.121821828,0.167833782,0.102760816,0.211265101,3,Flavor/Taste,Train,,,
156,156,18084,B008ZRKZSM,XXX,XXX,0,0,5,1335398400,Great is Smoothies and even by iteslf,I bought this mostly to add into protein smoothies for some extra PB flavor without all the fat and calories. It works perfect for that! 2 tablespoons of this added to some protein powder in a smoothie tastes just like I've added regular peanut butter.  I've also tried mixing one tablespoon of PB2 with one tablespoon of water and it also tastes pretty good (though not quite as rich as regular pb). The consistency comes out just like peanut butter and you can use it for sandwiches or dipping.,Positive,,,Flavor/Taste,0.113109735,0.078693753,0.212171672,0.229557531,0.062734281,0.104761435,0.162824749,0.229557531,4,Nutrition,Train,,,
157,157,18399,B001XVW3DC,XXX,XXX,5,5,5,1277078400,This is the BEST!,"Slate Magazine has a review on table salts and this was the winner.  So I ordered some from Amazon and compared it myself to the brands available where I live, including Celtic Sea Salt.  There is no comparison... Maldon is the standout winner. It is big flaky, crunchy pieces of very tasty salt.  This is not a baking salt.  It is more of a finishing salt to go ""on"" foods.  It's wonderful on avocado, steamed yellow squash, baked potatoes... etc.  The Slate reviewer said he loved it the best on chocolate H&auml;agen-Dazs ice cream!  It's that good.",Positive,,Salt and pepper,Flavor/Taste,0.066735785,0.040691773,0.197470575,0.103878714,0.075896988,0.080448357,0.104279908,0.197470575,3,Flavor/Taste,Train,,,
158,158,18525,B001SB8J0S,XXX,XXX,0,0,5,1293408000,Best sauce EVER!,"I bought this sauce as a closeout. I thought my husband would like the spicy honey mustard. He did, but now I am addicted and trying to find a source to purchase more in my area of the mid-west.<br /> The best description is the flavor is complex with several different notes. First you get sweet, then a sour and spicey but fruity undernote followed by a nice but not too hot burn. Also the sauce has a great texture with pieces of onion complementing the flavor.<br />  Great sauce, if I had one complaint...why so many artificial ingredients, i.e hydrolized protien, etc..??",Positive,,Spice,Flavor/Taste,0.109644567,0.080174206,0.246520416,0.147912506,0.121053151,0.12753553,0.115753204,0.246520416,3,Flavor/Taste,Train,,,
